timestamp,temperature,vibration,pressure,current,rpm,condition
2026-01-01 00:00:00,70.44069258932046,0.26708996757004605,4.8786286865759365,11.640092730655507,1810.665097791405,normal
2026-01-01 00:01:00,72.24780870999778,0.3945603496273091,4.994312305905046,11.496731003481527,1763.6005562815826,normal
2026-01-01 00:02:00,66.31932346041579,0.34709839967924017,4.838436112308852,12.133046517441754,1826.265791853226,normal
2026-01-01 00:03:00,69.28675459403112,0.3200045440768798,4.914157289421728,12.061337313128533,1832.9197650736926,normal
2026-01-01 00:04:00,72.0728832384478,0.33745912441198045,4.97069703784027,11.11017648045569,1731.7137683971157,normal
2026-01-01 00:05:00,70.16400037085648,0.40183853935205016,4.9493737575302745,11.479226154366856,1754.4237172598189,normal
2026-01-01 00:06:00,73.6683345301937,0.38656202586625366,5.087228912284391,12.102075260640682,1804.474414110855,normal
2026-01-01 00:07:00,66.0601916045327,0.3436038270997249,4.911460685911334,11.971114471275145,1788.9315092679747,normal
2026-01-01 00:08:00,65.77499558013467,0.293044626796536,4.703602250643566,11.839627312798505,1799.4119594873498,normal
2026-01-01 00:09:00,71.92421629155679,0.29657277015441796,4.797707250880216,12.242271226964073,1770.1434625349248,normal
2026-01-01 00:10:00,72.16451803733193,0.38765150799623305,4.997861823739857,11.422786812924402,1830.778929120199,normal
2026-01-01 00:11:00,69.51687498292041,0.2861128787172803,4.929583607599189,11.762003320204895,1827.2227177400132,normal
2026-01-01 00:12:00,71.00098600011431,0.34409227558778455,4.851599392165029,12.207214860746499,1802.3110744146425,normal
2026-01-01 00:13:00,71.86301744407852,0.48405360636899514,5.235014159490723,11.740281989416234,1839.4534422438812,normal
2026-01-01 00:14:00,67.96534198537063,0.37297804191850475,5.099450014566362,12.125018691417731,1816.3628269788217,normal
2026-01-01 00:15:00,68.23287906237675,0.3871124601997502,4.99298874078281,11.541508133246037,1769.9247637990866,normal
2026-01-01 00:16:00,70.47431544799659,0.29694823640668355,5.027995669099904,11.670460218406562,1812.9062774428874,normal
2026-01-01 00:17:00,72.2602223997343,0.28863491719137774,4.968183078679162,11.287120875060232,1766.439108970985,normal
2026-01-01 00:18:00,67.08510768410504,0.3897911018519025,4.84954217063657,11.177149374083825,1830.7457605457546,normal
